fala,comportamento
"Jaguaraci Batista Silva Eu falei pra Agnes que eu consigo ajudar nesse ponto. Mas a reunião de arquitetura, ela é monótona, tá? Muito monótona e as pessoas ficam reclamando muito. Isso não adianta. A gente entende que o negócio nunca vai saber desenhar arquitetura. Por isso que o nosso papel é isso. Nosso papel é ajudar o negócio até pra que ele saiba o que ele quer. Então, eu queria participar de reuniões de negócio. As reuniões de arquitetura, elas não são produtivas. Se eu conseguir participar das reuniões de negócio, se eu como participante da descoberta de crédito, eu posso ter ideia de... Não só ideia da arquitetura de solução, como eu fiz o desenho muito rápido, porque essa integração possível de crédito, eu já tive experiência com plataformas de crédito do Nikaú. Só que eu não posso pegar a mesma ideia de integração de uma plataforma sem conhecer o negócio, sem conhecer as suas necessidades, sem conhecer as prioridades. Mas o desenho de plataforma em si, até da arquitetura de solução, já tem um pouco na minha cabeça. Eu consigo ajudar em muitas partes, mas não adianta você pegar uma arquitetura complexa e muito grande e dizer, olha, o desenho da arquitetura de integração vai ser isso aqui. Tá, mas por onde a gente começa?",desvalorização
"Priscila Lourenço Molina Eu acho, Jaguar, que essas reuniões de arquitetura só vão servir mesmo, e eu concordo com você, só reclamação e dificuldades. Esse é o repórter. Mas eu acho que essas reuniões de arquitetura seriam só para como ouvinte você entender que assuntos estão rodando, que governança está por trás daquilo, que entraves, que setores, começar a entender de que forma que eles interagem com outras áreas e o que as áreas estão demandando de controles para eles. Em reunião de arquitetura seria muito mais para entender só esse ciclosistema de ouvinte do que propriamente ali de propor uma solução. Onde que eu vejo que você vai encontrar esse ponto? A gente está formatando aquele processo de descoberta. Você viu que a Salesforce formatou um. Eu trouxe ali o processo de delivery, mas não de uma forma, não como eu gostaria. Eu queria fazer de ponta a ponta, mas o Vandré quis fazer isso segmentado. Nesse processo de descoberta, que a gente está terminando a formatação, e você vai ser inserido, principalmente ali agora, dentro desse contexto de crédito, eu acho que vai ser o ambiente pra gente. É o ambiente que dá pra lançar mais sementes, sabe? É um ambiente mais permeável do que o ambiente ali mesmo de arquitetura, do DATI e dessa parte extremamente técnica, tá? Então, assim, vai guardando aquela história, né? Vou guardando esse conhecimento. Eu acho que vai ter oportunidade dentro dessas fases de descoberta da gente puxar isso de uma maneira mais evolutiva, tá? Dentro da fase de descoberta, mas isso já é dentro do atacado. Dentro do atacado, dentro dessa fase. Aí eu acho que vai dar pra bola chegar mais redonda aqui no delivery por conta disso. Sabe? Pros nossos tech leads, pras pessoas, para os nossos devs, eu acho que isso tem possibilidade de acontecer. Mas vai fazendo isso que você tá fazendo. Vai mapeando, vai encontrando os buracos abertos, vai entendendo como que você poderia ajudar E conforme essa estrutura for rodando, eu acho que as oportunidades vão aparecendo. Eu espero.",delegação_inadequada
"Jaguaraci Batista Silva Essa aba aqui sobre mapa de capacidade de negócio, foi até interessante, porque eu compartilhei essa planilha com você, compartilhei com a Agnes também. Teve um grupo também dúvida e eu vou martilhar com o Ramiro porque ele está fazendo descoberta do Cruzeiro e ajuda para entender o fronteiro do negócio. Então, alguém viu isso aqui e até comentou, é que essa reunião de arquitetura não é aquela aquela reunião geral com todos os arquitetos lá, é só uma reunião fechada, que a Agnes me convidou pra participar. Eu falei pra ela que eu iria ajudar, né, nessa pá integração. Ela não consegue desenhar arquitetura integração por conta desses problemas aí. Então ela me colocou nessa reunião pra ver se eu conseguiria, a partir daí, ajudá-la ali. Mas não rolou. Mas a partir desses compartilhamentos aí, alguém comentou, eu lembro que alguém dos seus forços, né, o Flávio e o Adriano estavam conversando, e alguém do Pega também falou que ofereceu esse mapa de capacidade aqui, pro Pega, pra ajudar as áreas de negócio a entenderem as jornadas que estão relacionadas ali com os componentes. Eu acredito que ajuda, mas não resolve o problema Porque você precisa ter um domínio de dados ali com uma visão corporativa, mas partindo de uma área departamental. Então essa divisão aqui do domínio de dados, por exemplo, para os seus fósseis, porque o KTP dos seus fósseis, ela não seria corporativa. Dos componentes do seu FOSS. Isso aqui, para o Adriano e para o Fábio, foi muito bom, porque eles puderam perceber quais jornadas os componentes do seu FOSS poderiam apoiar e direcionar as dúvidas das áreas de negócio. Mas para o PEGA, por exemplo, não vai servir. E também as outras integrações que a gente já viu que tem, ali pela planilha do Alexandre, também não vai servir por completo.",desvalorização
"Jaguaraci Batista Silva Mas é um caminho. Os domínios de dados que eu coloquei na planilha do Ramiro, eles são mais corporativos. Eles já partem do processo do Bianco ou do domínio de dados do Bianco. Eles não são domínios de dados dos seus forços. Eu acredito que esse é o caminho. Mas para ter esse entendimento, eu acredito que alguém da área de negócio precisa entender o que é o Bianco. Precisa mapear esses domínios do ponto de vista corporativo e de um modelo mais global, que não pode ser vinculado ou dependente de uma tecnologia como seus fones.",delegação_inadequada
"Priscila Lourenço Molina Eu acho que eles não estão nesse nível de amadurecimento ainda, mas não quer dizer que a gente não possa elevar o nível, tá, Jaguar? Mas eu acho realmente que a gente tá com questões mais fundamentais ali dentro. Inclusive pela mudança mesmo do Vessou, pela tanto de P.O.s novos que estão aqui e por essas demandas aí que estão chegando com data-alvo, eu acho que talvez é too much para esse semestre, sabe, considerando aí até o fim do ano e as datas marco, mas vamos monitorando, se encontrar o espaço a gente entra com isso, tá.",desvalorização
"Jaguaraci Batista Silva Então, essas apagações aqui que seriam mais prioritárias ali para o crédito, eu não vejo avanço. Está muito parado a discussão de negócio. Elas não chegam a habilitar nenhum design da arquitetura de solução, o que dirá. Então, a escrita de história, a partir da jornada, ela é meio confusa e está vendo muita dificuldade para concluir essa fase. Perfeito.",delegação_inadequada
"Jaguaraci Batista Silva A gente estava falando na última reunião lá de sua 27 preocupação em relação à saída do Alex. Isso aí. E a gente falou também sobre a questão do apoio à migração ali para o Rio de Janeiro. Então, assim, não houve muito avanço, tá? Ficou ali a responsabilidade do Morgado ver um time para fazer inventário das bases e isso não avançou, pelo que eu vi ali com a Elaine e a Juliana.",vida_privada
"Jaguaraci Batista Silva Eu até comentei ali com o Ramiro se precisasse de apoio com scripts ali, que eu conheço bem, assim, Transact SKL, e eu poderia apoiar com os scripts. Também falei com a Elane sobre acesso. Eu testei alguns scripts ali, mas eu não consegui acesso. Então precisa realmente ver como é orgado ali. Mas por que você não conseguiu acesso do Jaguar?",desvalorização
"Priscila Lourenço Molina É porque precisa da máquina Bradesco? Não, o acesso é de um usuário mesmo.",delegação_inadequada
"Jaguaraci Batista Silva Esse usuário é bem restrito. Parece que quem trabalha com essa gestão de usuários é o Victor, segundo a Elaine. Mas aí eu entendo que os engenheiros de dados geralmente estão ali constantes. Eles têm condições de executar um script de inventário muito rápido. Se tiver alguma dificuldade é só pedir apoio ou ajuda na construção do script. Falta essa parte ali.",delegação_inadequada
"Jaguaraci Batista Silva Eu até te mostro o mapa do que a gente estava fazendo. Toda essa parte de catálogo de APIs já passei por Ramiro. Pipeline de SaaS, as integrações do SQL Server, Pipeline dentro dele. E aí está faltando justamente essa parte aqui do DataMatch, tanto para a Teradata quanto para o SQL, porque toda essa parte do Pipeline já foi passada por Ramiro. Perfeito. E ele seguiu daí, ou ele não te pediu mais nada?",delegação_inadequada
"Jaguaraci Batista Silva Ele só respondeu falando que ele viu os documentos, mas que isso foi paralisado, porque vai ter uma reunião ainda nesta semana, nesta sexta-feira, para que sejam apresentados o trabalho que foi feito na semana passada. Então eu vejo que falta justamente um planejamento, isso aqui é um inventário. Então, estamos na etapa de inventário, depois vamos fazer a etapa de transição, e depois a etapa para desligar o MULI e desligar o SQL Server Departamental. Falta esse planejamento, essa ideia mesmo, para que todos entendam o que está acontecendo. Nesse ponto de integração do MULIsoft, eu já organizei as APIs por domínio de dados para facilitar também compartilhar com o Ramiro, compartilhar com o Raísso.",delegação_inadequada
"Jaguaraci Batista Silva Voltando lá às atividades, essa transição ali da saída do Alex para a entrada do Danilo, eu conversei com o Cassius, conversei com a Eliane e a Juliana ontem, eles conversaram com o Morgado... O Danilo não, o João, né? Eu tinha pensado no João mesmo, eles falaram que seria o Danilo, mas depois eles acabaram conversando com o Morgado e ficou o Thales. Ah, tá bom.",ataques
"Jaguaraci Batista Silva E aí eu tô, como o Alex, ele tá numa atividade ali até o final da semana, e esse captei tá planejado pra semana que vem, eu comecei a ver algumas documentações ali no Confluence do Rá. As documentações são muito limitadas, né, e são muito confusas. Então eu... Preciso fazer tudo de novo, Jaguar, essa documentação.",desvalorização
"Priscila Lourenço Molina Eu já tinha dito que, o pessoal já tinha dito pra mim que Estava tudo na cabeça do Alex mesmo. Na cabeça do Alex junto com o pessoal do banco. Não tinha nada assim dentro do Confluence que a gente pudesse confiar nesse sentido de risco-retorno. Então é isso.",vida_privada
"Jaguaraci Batista Silva Eu peguei algumas coisas ali de arquitetura que são bem limitadas. Porque o RAI acaba sendo um cálculo através de um procedimento no banco de dados. Então eu pensei ali nas etapas do simulador. Um pouco como é que esse cálculo tá. Eu dividi as etapas em 10 etapas. Tem uma planilha que eu fiz uma simulação ontem. Fiz os cálculos ali de interpolação e extrapolação e escrevi um código em Python para fazer simulador. Só que eu não sei como o banco implementou. Bateu, Jaguar? Bateu assim? Eu não sei como o banco implementou porque eu não tenho acesso a essas proceduras. Tem uma sinalização que eu fiz aqui que eu preciso entender as proceduras e saber se essas etapas que eu estou usando de acordo com o BIA, que é aquele modelo que eu sempre uso, se o banco implementou alguma coisa parecida. Eu acredito que está de rock Então eu usei esse modelo, coloquei as etapas ali pra ficar bem mais fácil de entender cada etapa do cálculo da simulação E fiz um simulador em Python ontem Claro que não vai bater com o que o banco usa, porque o simulador dele é de rock, então precisa saber a diferença do que eu fiz, usando o modelo, para o que o banco implementou. E aí durante o KT eu vou estabelecendo essas perguntas ali para o Alex e a gente vai fazendo a documentação. Entendi.",desvalorização
"Priscila Lourenço Molina Você ficou responsável pela questão da documentação desse KT Jaguar. Como vocês dividiram as responsabilidades nessa questão da saída do Alex? O Thales vai ficar com o conhecimento e com a operação e você vai ficar com a documentação? Não, eu não fiquei responsável pela documentação não.",delegação_inadequada
"Jaguaraci Batista Silva Eu acredito que essa parte precisa ficar bem alinhada, porque a documentação de um processo de cálculo tem que ter o apoio do P.I.O.R. O P.I.O.R. Tem que ser responsável por essa documentação. Que é uma análise de risco. Tem várias análises ali, tem vários modelos. Eu acho que o Pion poderia validar, Jaguar.",delegação_inadequada
"Priscila Lourenço Molina Eu acho que o Pion, nesse caso, como tem muita parte daí, concordo com você, não é exatamente uma história de negócio. Nós estamos falando de uma parte técnica que é esse cálculo. Eu acho que quem deveria chancelar mesmo é o P.O. Não é isso mesmo.",desvalorização
"Jaguaraci Batista Silva O cálculo é de negócio. Então eu estou fazendo o papel de um analista de risco que eu não deveria fazer porque eu posso fazer errado. Ou seja, eu peguei um conceito a partir de análise de risco de modelo de score e acabei implementando em Python, mas esse não é o correto, eu não deveria fazer isso.",delegação_inadequada
"Priscila Lourenço Molina Não, Jaguar, não, deveria fazer o seguinte, você deveria estar junto do KT para documentar toda a parte que uma pessoa engenheiro de dados precisa saber para quando fazer o onboarding no time dentro desse tema, essa documentação suprir a necessidade de informação, seja de negócios, seja técnica, para essa pessoa fazer o suporte, dar o suporte, dar manutenção nesse processo de risco retorno.",delegação_inadequada
"Jaguaraci Batista Silva Mas aí você entende, Priscila, que a programação em si, eu não vejo assim como algo muito complexo.",desvalorização
"Jaguaraci Batista Silva A programação, ela não é complexa. É complexo entender o cálculo, ou seja, entender o negócio. O que é programação é... Quem estuda computação estuda estatística básica. Basicamente é um cálculo estatístico ali. Mas nem todas as pessoas...",desvalorização
"Priscila Lourenço Molina não, Jaguar, nem todas as pessoas tem profundidade técnica e estatística pra isso. Mas nesse caso a parte técnica eu apoio, sabe?",desvalorização
"Jaguaraci Batista Silva Eu fiz o simulador pra isso, pra apoiar, entender os cálculos ali. Não tem problema nenhum. Mas a gente precisa...",falta_suporte
"Priscila Lourenço Molina Mas aí, Jaguar, novamente tá na dependência de você ou de alguma pessoa. A gente precisa eliminar qualquer dependência. A documentação serve pra que a gente perpetue um conhecimento.",vida_privada
"Jaguaraci Batista Silva O que já aconteceu que eu já fiz em várias empresas? A gente tem o apoio do analista, no caso que seja analista de risco, ou pior, que tenha conhecimento suficiente do negócio para dizer as etapas. Porque eu tenho uma visão. Embora eu tenha construído um simulador básico, Determinei 10 etapas ali da simulação, eu não posso enviar as altares para que eles sigam o que eu estou fazendo, porque o que eu estou fazendo a priori está errado. Eu não sei como é que o banco para mim tem uma simulação de errado. Mas nem o próprio banco não sabe, Jaguari. A gente precisa fazer uma engenharia reversa.",desvalorização
"Jaguaraci Batista Silva A primeira é que a gente entende o código e aí documenta o código. Pra documentar o código, a gente precisa ter conhecimento de como é uma simulação de RA. Esse conhecimento eu tô participando de um conhecimento externo e não do conhecimento do banco. Quem deveria estar apoiando o KT ali junto com o conhecimento e dizer como o banco faz seria um P.O. Ou um analista de risco de crédito. Se ele não fizer isso o Thales vai enviesar pelo que eu entendo que é uma simulação e que não é como o banco faz.",delegação_inadequada
"Priscila Lourenço Molina Eu entendo total, Jaguar, mas o que eu preciso é de alguém com ownership Peraí, deu um monte de mensageiro aqui. Eu preciso de alguém com ownership pra justamente fazer essas costuras, seja com o Ramiro, a gente não tem a pessoa na lista de riscos aqui dentro. Nós não temos esse papel na vila, tá? Então, esse alinhamento que eu tô falando, falando, é a pessoa que puxa, e por isso que eu falo que sim, seria sua responsabilidade, porque é alguma coisa que o Elton faria.",delegação_inadequada
"Jaguaraci Batista Silva Esse papel de analista de risco de crédito, ele não faz parte das atividades da Vila Atacado, ele é da equipe de crédito mesmo. Entendi.",isolamento
"Priscila Lourenço Molina Então seria, precisa de uma pessoa com ownership, que no caso pra mim é você, essa designação seria a sua, responsável por alinhar todos esses conceitos, costurar o que precisa. Precisa chamar uma pessoa de crédito? Ramiro, vai lá, preciso dessa pessoa aqui. Costurar tudo isso e documentar isso tudo pra perpetuar um conhecimento dentro do time de dados. Entendeu? Ponto, Jaguar. Independente de você ter acesso ou não, você tem acesso às pessoas. E as pessoas têm o conhecimento. E o conhecimento precisa ser descrito, uma engenharia reversa feita, porque eu acredito que não tenha ninguém no banco que saiba de ponto a ponto esse processo, nem o processo de cálculo, nem exatamente todas as etapas que esse processo percorre. Eu acho que esse conhecimento não está na cabeça de uma pessoa. A gente tem que fazer um download da cabeça de várias pessoas, agregar tudo isso, documentar e perpetuar esse conhecimento. Bom, eu preciso...",delegação_inadequada
"Jaguaraci Batista Silva Eu preciso ver o equilíbrio ali com as outras atividades que eu tô fazendo. Pra mim, essa é prioridade perante qualquer outra, tá, Jaguar? E essa atividade, ela vai demorar um tempo, tá, Priscila? Sim. Porque não é só pegar o código e comentar o código. É entender realmente como se faz uma simulação em rádio. Exato, é o conceito e o técnico, sim. E precisa ter esses envolvidos, né?",desvalorização
"Jaguaraci Batista Silva Eu não deveria estar fazendo o papel de analista de risco. Eu posso apoiar tecnicamente, mas precisa de um P.O. Para que ele explique como é que funciona. Mas você tem acesso? Eu tenho uma reunião com eles agora, inclusive, deixa eu ver.",delegação_inadequada
"Priscila Lourenço Molina Não, não é agora não.",desvalorização
"Jaguaraci Batista Silva É porque fazer engenharia reversa do código para entender não adianta, porque o código não tem conhecimento de negócio. O conhecimento de negócio está na cabeça das pessoas.",delegação_inadequada
"Priscila Lourenço Molina Ô Jaguar, mas você nunca trabalhou numa empresa que só tinha o código pra você extrair a regra? Eu já trabalhei isso e de N formas diferentes com o time de desenvolvimento. Eu já fiz isso. Eu já fiz isso. E a gente conseguiu fazer engenharia de regra sem o código.",falta_suporte
"Jaguaraci Batista Silva Eu acho que o maior trabalho que eu fiz isso durante 3 meses foi pra Toyota. Mas eu contei com a ajuda de um analista. O analista estava do lado fazendo... Porque toda vez que envolve simulação e tem muitos cálculos, você precisa falar com quem é especialista, quem trabalha com isso. Eu não sou especialista em análise de risco.",delegação_inadequada
"Priscila Lourenço Molina Mas aqui a gente tem todo o nosso time, Jaguar. Todo o nosso time disponível você tem acesso as pessoas.",desvalorização
"Jaguaraci Batista Silva você precisa alinhar o especialista em negócio para apoiar esse conhecimento do que foi implementado. Se não tiver um especialista para apoiar, há um risco de tudo que for documentado, for documentado errado.",delegação_inadequada
"Priscila Lourenço Molina Não, Jaguar, eu preciso ir para uma outra reunião agora, mas eu quero te dizer o seguinte. Feito é melhor que perfeito. A gente tem que começar de algum lugar. Não importa. Eu posso ter um risco ali da documentação. Nós vamos validando.",falta_suporte
Jaguaraci Batista Silva Ela vai passando por filtro de validação.,delegação_inadequada
"Priscila Lourenço Molina O que a gente não pode é paralisar perante. A gente tem duas semanas. A gente não pode ficar paralisado esperando o cenário perfeito para documentar uma rotina legada. Entendeu? Ponto, Jaguar. É esse senso de emergência que a gente precisa fazer. Aí eu não sei se você entendeu.",vida_privada
"Jaguaraci Batista Silva A gente não tá paralisado. Eu peguei o modelo, defini 10 etapas da simulação, fiz o simulador em Python. Mas esse simulador não tem nada a ver com o que o banco fez. Por isso que precisa de alguém especialista. Eu entendi, Jaguar. Eu entendi, Jaguar. Vamos conversar com o Alex, mas precisamos do Alex, que implementou o código, e precisamos de alguém do banco, porque essa documentação, ela não é nossa, né? A gente não tem a responsabilidade de documentar o processo RA. A gente tem a responsabilidade de implementar ele em código. Mas a responsabilidade... A gente tem a responsabilidade de mantê-lo, e tudo que for necessário para mantê-lo, Jaguar.",delegação_inadequada
Priscila Lourenço Molina Eu acho que você fica muito preocupado em delimitar a responsabilidade e não em resolver problemas. Nós estamos aqui para resolver problemas.,vida_privada
"Jaguaraci Batista Silva Pelo contrário, se eu cheguei como arquiteto a estipular a etapa de um simulador que é um trabalho de um analista de risco. Implementei o código em Python para entender como é. É porque a gente não está paralisado, mas a gente não documenta a análise de risco do banco. Pelo menos nenhum banco que eu trabalhei, não é o desenvolvedor em dinheiro de dados que faz isso, é o P.O. P.O. Precisa documentar porque o P.O. É quem vai determinar as regras de validação, não é quem implementa no código.",delegação_inadequada
"Priscila Lourenço Molina O Jaguar, eu acho que eu não tô conseguindo me fazer entender da sua responsabilidade aqui dentro. Eu não tô conseguindo me fazer entender mesmo. Eu vou pedir ajuda da BP. Pra gente conversar junto. Porque eu estou com muita dificuldade de conseguir estabelecer pra você uma fronteira de atuação em que você seja um solucionador de problemas e uma pessoa que posicione de ponta a ponta solucionando problemas e não colocando espaços e delimitando responsabilidade dentro de um processo que a gente é responsável de ponta a ponta. Eu não tô conseguindo me fazer entender, mas eu vou pedir ajuda da BP pra ela me ajudar. Eu acho que eu entendi o que você falou e eu estou colocando a minha limitação.",vida_privada
"Jaguaraci Batista Silva Eu acho que, como arquiteto, eu não tenho que estudar análise de risco de banco porque eu não trabalho no banco. Não, com certeza, mas você pode chamar as pessoas.",desvalorização
"Jaguaraci Batista Silva O carteiro do Alex precisa ter a presença do Alex, do Thales, a minha e de um PO.",isolamento
"Priscila Lourenço Molina Sim, você pode liderar esse movimento, você pode colocar dentro de uma apresentação, você fala assim, pessoal, olha o que a gente precisa para isso ser um processo bem estruturado. A gente precisa disso, disso e disso, a deadline é essa, essa e essa, o risco é esse, esse e esse. Pronto.",delegação_inadequada
"Jaguaraci Batista Silva Aí, Priscila, eu preciso da sua ajuda pra contactar essas pessoas porque o Alex, ele tá fazendo demanda. Ele está ainda em demanda. Você tentou contactar essas pessoas e elas se recusaram?",vida_privada
"Priscila Lourenço Molina Porque a minha ajuda seria nesse sentido. Priscila, eu estou tentando contato com as pessoas e elas estão se recusando a participar de uma agenda que eu preciso que seja feita por causa disso e disso e disso. Isso aconteceu, Jaguar? Isso.",desvalorização
Jaguaraci Batista Silva Isso aconteceu? Com relação ali às integrações...,desvalorização
"Priscila Lourenço Molina Não, Jacuara, eu gostaria que você respondesse a minha pergunta. Isso. Isso que aconteceu? O Ramiro, ele demora muito... As pessoas se recusaram.",desvalorização
"Jaguaraci Batista Silva O Ramiro demora muito para responder mensagem, o Gustavo, ele não responde.",isolamento
"Jaguaraci Batista Silva Uma delas foi fazer o plano de risco que eu fiz e entreguei ali para a Carol e ela compartilhou... Jaguar, eu queria que você respondesse a minha pergunta.",vida_privada
"Priscila Lourenço Molina normalmente eles têm bloqueado a URL do Meet lá. A gente só consegue falar com eles quando a gente agenda pelo AVD. Você está com acesso ao AVD, né?",vida_privada
"Jaguaraci Batista Silva Não, ela está com problemas para acessar hoje. Ah, hoje está com problemas.",delegação_inadequada
Jaguaraci Batista Silva Eu até já trabalhei com VDI e AVD. Não tem problema nenhum. Estava acessando ontem também. Entendi. Hoje eu não consegui acessar mesmo.,falta_suporte
"Jaguaraci Batista Silva Eu não consigo acessar a VD, ela tá com problema mesmo. Acho que é um problema de rede mesmo.",delegação_inadequada
"Jaguaraci Batista Silva Quando você loga fora da AVD, na própria rede mesmo, na VPN, você tem uma opção ali no... Deixa eu pegar o atalho correto aqui. Naqueles atalhos ali do Workspace do Google. Do Workspace do Google?",isolamento
"Jaguaraci Batista Silva É, eu recebi o e-mail da Agnes que ela recusou o convite, então não dá pra... Mas a gente já conversou, né, acho que era mais pra ver algum... Algum mal-entendido, a gente vai entender alguma coisa errada e parar as arestas e todo mundo tocar a vida bem, né? Com graça e paz, como eu sempre escrevo de pela manhã. Era por isso que a agenda foi pra isso. Mas você faz assim, então, Jaguar.",vida_privada
"Priscila Lourenço Molina Puxa essa agenda, mas puxa lá na agenda do Teams mesmo, que daí você consegue, quando a sua AVD normalizar. Que daí você consegue ver a agenda dela, você pega um buraco na agenda dela, e aí chama a gente, nós três aqui, sabe? Mas marca lá no Teams, não marca aqui no Meet não. Tá bom. Tá bom?",vida_privada
"Priscila Lourenço Molina Aquele ponto que você colocou hoje de manhã, né, da cobrança das suas atividades. A Agnes te cobrou, me conta assim, me explica melhor como que eles cobraram essas coisas, porque sério, aquilo ali tá obsoleto? Se eles estão cobrando com base em algo obsoleto, eu preciso, sabe, eu acho que eu vou ter que escalar esse assunto. Priscila, eu vi algumas agendas ali do Elton.",desvalorização
"Jaguaraci Batista Silva O arquiteto, a gente vê, toma as decisões, vê o histórico dessas decisões. Então, é normal quando a gente entra, a gente vê esses históricos para ver a direção das arquiteturas. Então, essas decisões que eu vi lá, me parece que havia um trabalho de arquitetura sendo feito pelo Elton, porque eu vi vários desenhos dele, acho que em É isso aí. Então ele fazia muito esses papéis, só que ao longo do tempo parece que isso foi repassado ali para a Agnes.",desvalorização
"Jaguaraci Batista Silva Só que as pessoas ali naquela agenda com o Vandré, na apresentação do roadmap, tanto da proposta de crédito quanto do cash, foram repassadas as atividades como naquele formato anterior ali do Elton, sabe? Avaliação de risco, o próprio Swagger mesmo para definição da API, só que essas atividades eu já não consigo fazer precisa do credencial do banco, ele tem que ser funcionário. Eu olhei ali no Confluence toda a jornada de integração e até para você pedir a exposição da API com swag, você tem que ser funcionário do banco. Então quem está tocando hoje é o Gustavo. E pedir pra ele o swag, só que pedir pra ele o swag é pra passar pro Railson, né, pra ele entender as integrações. Mas é o Railson que ele vai tratar dessas integrações? Ou ele vai... Sim, é o Railson que deveria... Todas as integrações ali da jornada de proposta de crédito. Todas o Railson? Tá, então o Gustavo tá fazendo o correto, ele tá vendo essa questão do Swag, porque ele é o funcionário do banco, né, ele precisa definir essa interface. E o Railson vai precisar desse Swag e vai precisar também das histórias para fazer a implementação dos microserviços de acordo com o Swag. Então é isso, esse pedimento eu tenho, ele tá claro, Eu vou conversar com o Raelson hoje. E ver a ajuda que ele precisa. E ver a ajuda que ele precisa e já ir tocando essa fonte de integração. Eu acho que essa fonte de integração da proposta de crédito está mais avançada, mesmo sem história. Sim, ela está mais avançada. A outra de cash é uma API também, só que é uma API de book. Você vai pegar 100 registros e vai colocar nos seus fósseis, e depois você vai fazer uma atualização diária. Essa daí é mais quadriana, né, porque se tem uma integração dos seus fósseis, eu vou conversar com ele. Eu não sei se eu deveria conversar com ele, porque aí já seria da frente do time dos seus fósseis. Você não precisa, Jaguar.",delegação_inadequada
"Priscila Lourenço Molina Eu acho que se surgir a oportunidade, tudo bem, mas explicitamente puxar uma agenda com ele, não precisa. É isso aí. Entendeu, Priscila?",desvalorização
"Jaguaraci Batista Silva Essas coisas aí que eu acho que agora tá claro pra você. E aí, com relação ao time de dados indicadores, já tem uma agenda com a Elane, com a Juliana, vai ser tocada. Os débito técnicos que elas apontaram, eu já passei por e-mail ali pra Agnes, porque tem a ver com telemetria, E eu entendo que precisa da ajuda dos padrões do banco para haver performance. Aí eu conversei com a Agnes e depois a VDA, a VDI tiver funcionando com a VD. Eu já encaminhei o e-mail para ela logo pela manhã para que a gente pudesse falar nessa agenda técnica, mas a agenda técnica ela furou, as pessoas não estão participando.",vida_privada
"Jaguaraci Batista Silva Eu acho que depois que a gente colocou ali as mensagens, e até vendo com fluência mesmo as limitações, eu vejo que não dá pra fazer. As atividades foram colocadas ali pelas P.O.s e pelo Vandré, por exemplo, de agora ser responsável pelo Swag. Não, isso aí não dá pra fazer. Acho que é a visão anterior ali, quando ela trabalhava. Era antes? Tinha mais acesso? Quem tá tocando é outra pessoa, ele já fez, já tá disponível lá. Acho que é mais atualizar ele desses papéis novos aí, essas direções. Pra que não fique... Acho que é por causa disso. Que tá acontecendo ali, alguns problemas ali com a Agnes. Eu acho que ela até comentou na agenda de definir matriz de responsabilidade, porque eu acho que ela tá se sentindo um pouco invadida ali nas atividades dela, né, por isso que eu vim aqui pra conversar agora.",desvalorização
"Priscila Lourenço Molina Pode ser sim, o Jaguar, mas eu já tinha conversado com ela e assim, ela não O problema, uma coisa que você tem que entender, uma leitura mesmo de cenário no banco é o seguinte, ninguém gosta de ser exposto. E a Agnes, no momento que você às vezes sugere alguma coisa, mesmo na melhor proatividade, numa agenda que tem mais pessoas, ela pode se sentir exposta. Então, o que a gente tem que cuidar é muito da imagem das pessoas que a gente tá dentro do banco, auxiliando elas se desenvolverem. Porque a gente não tá só aqui pra entregar as coisas. A gente está aqui também pra ajudar o banco a se desenvolver dentro de metodologia, de processo, de expertise técnica em determinadas alçadas. Então, o que eu queria te dizer. Quando você mandou esse... É uma pergunta. Quando você mandou esse e-mail pra Agnes, falando da... Do que você mandou hoje cedo, que você falou dos pontos ali de atenção, você mandou só pra Agnes? Só pra Agnes.",desvalorização
"Jaguaraci Batista Silva Eu acho que essas fronteiras ali de atuação, depois que eu vi as jornadas ali no Confluence, não tem como fazer essa atividade porque precisa de credencial, tem que ser funcionário do banco. Então acredito que o perfil ali que tem a capacidade para fazer isso seja a Águia. Então não tem porque interessar para outras pessoas que elas também não vão conseguir fazer. É isso aí.",desvalorização
"Priscila Lourenço Molina Fica muito do lado dela no sentido de deixar ela informada, auxiliar no que ela precisa e fazer ela brilhar. Teve um conselho muito importante que eu recebi quando entrei no banco. A pessoa falou pra mim, Priscila, o teu sucesso é fazer a pessoa do banco brilhar. Esse é o teu sucesso. Não é você, de fato, fazer as coisas acontecerem. É você, por meio das pessoas do banco, fazer as coisas acontecerem e essa pessoa brilhar. E isso deu muito certo em todas as frentes que eu passei, sabe, Jaguar? Porque quando a pessoa do banco brilha, significa que a gente tá fazendo o nosso trabalho como como ali, né, no dia a dia, operacionalmente ajudando eles a transpor os desafios que eles têm e também desenvolvendo as pessoas para as funções que elas estão. Eu já formei muitas pessoas, muitas não, vou dar número, quatro pessoas. Quatro pessoas no banco que inclusive subiram de cargo, subiram de posição justamente por terem brilhado fazendo as coisas do jeito que a gente acredita, tá? Então leva isso também. Faz a Agnes brilhar, você vai ver, vai dar certo. É, faz parte, nós somos construtores, a gente nos contrata pra isso.",desvalorização
"Jaguaraci Batista Silva A nossa luz ilumina todos, mas a luz que tem que brilhar não é nossa. Não é nossa, Jaguar.",vida_privada
Unidentified Speaker Exatamente.,delegação_inadequada
